College,Dept,Course Prefix,Course Name,Units,Description,College+Dept,Dept+CourseNum
College of Engineering,Civil and Environmental Engineering,ENVE-466,Senior Project Design Laboratory I,2 units,"Capstone team project on a complex, integrated design problem typical of the environmental engineering profession.  Formal reports and presentations are prepared.  Non-technical issues addressed:  ethics, teamwork, leadership, communication, and professional practice.  2 laboratories.",College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-466
College of Engineering,Civil and Environmental Engineering,ENVE-467,Senior Project Design Laboratory II,2 units,Continuation of ENVE 466.  Continuation of capstone project by individuals or teams with submission of final reports and presentations 2 laboratories.,College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-467
College of Engineering,Civil and Environmental Engineering,ENVE-470,Selected Advanced Topics,1-4 units,Directed group study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 lectures.,College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-470
College of Engineering,Civil and Environmental Engineering,ENVE-471,Selected Advanced Laboratory,1-4 units,Directed group laboratory study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 laboratories.,College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-471
College of Engineering,Civil and Environmental Engineering,ENVE-480,Environmental Engineering of Energy,4 units,"Environmental impacts of conventional and renewable energy production and of emerging renewable energy development.  Environmental engineering methods for mitigation of impacts of fossil fuel processing, including hydrofracking.  Greenhouse gas inventory and management.  Field trips required.  3 lectures, 1 laboratory.",College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-480
College of Engineering,Civil and Environmental Engineering,ENVE-490,Environmental Nanotechnology,4 units,"Nanotechnology basics, unique properties of nanomaterials, synthesis and characterization of nanomaterials from an environmental life-cycle perspective, environmental remediation using nanomaterials, environmental fate, transport, and toxicity of nanomaterials, sustainable nanotechnology, nanotechnology ethics and regulations, and careers in nanotechnology.  3 lectures, 1 laboratory.",College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-490
College of Engineering,Civil and Environmental Engineering,ENVE-495,Cooperative Education Experience,12 units,"Full-time work experience in business, industry, government, and other areas of student career interest.  Positions are paid and usually require relocation and registration in course for two consecutive quarters.  A more fully developed formal report and evaluation by work supervisor required.  Credit/No Credit grading only.  No major credit allowed; total credit limited to 24 units.",College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-495
College of Engineering,Civil and Environmental Engineering,ENVE-500,Individual Study,1-3 units,Advanced study planned and completed under the direction of a member of the department faculty.  Open only to graduate students who have demonstrated ability to do independent work.  Total credit limited to 4 units.,College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-500
College of Engineering,Civil and Environmental Engineering,ENVE-525,Indoor Air Quality Engineering,4 units,"Pollutants sources and sinks indoors, transport processes, ventilation, and engineering controls.  Human factors and engineering factors that influence the quality of the indoor environment.  4 lectures.",College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-525
College of Engineering,Civil and Environmental Engineering,ENVE-535,Physico-Chemical Water and Wastewater Treatment,4 units,"Physical and chemical processes used in potable water treatment and advanced wastewater treatment.  Coagulation, flocculation, sedimentation, filtration, membrane separation, disinfection, and absorption.  Wastewater recycling regulations.  Integration of treatment processes.  4 lectures.",College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-535
College of Engineering,Civil and Environmental Engineering,ENVE-536,Biological Wastewater Treatment Processes Engineering,4 units,"Fundamentals of biological wastewater treatment.  Suspended and attached growth bioreactors.  Activated sludge, biotower, and anaerobic process design.  Biological nutrient removal.  4 lectures.",College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-536
College of Engineering,Civil and Environmental Engineering,ENVE-537,Decentralized Wastewater Management,4 units,"Design and management of decentralized wastewater treatment systems.  Septic tanks, aerobic nutrient removal systems, ponds, constructed wetlands, and improved latrines; surface and subsurface effluent recycling or disposal; and septage management.  4 lectures.",College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-537
College of Engineering,Civil and Environmental Engineering,ENVE-542,Sustainable Environmental Engineering,4 units,"Critical analysis of environmental engineering practices such as solid waste management, recycling, and wastewater treatment from the viewpoint of energy efficiency, lifecycle cost, and sustainability.  Both laboratory experiments and computer models to assess sustainability.  3 lectures, 1 laboratory.",College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-542
College of Engineering,Civil and Environmental Engineering,ENVE-570,Selected Advanced Topics,1-4 units,Directed group study of selected topics for advanced students.  Open to graduate students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1-4 seminars.,College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-570
College of Engineering,Civil and Environmental Engineering,ENVE-571,Selected Advanced Laboratory,1-4 units,Directed group laboratory study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 laboratories.,College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-571
College of Engineering,Civil and Environmental Engineering,ENVE-581,Biochemical Engineering,4 units,"Types of microorganisms and microbially-mediated biochemical reactions for biotechnology applications.  Stoichiometric and thermodynamic principles for microbial growth and metabolism.  Material and energy balances for aerobic and anaerobic growth and bioreactor design.  Kinetics of enzyme catalyzed reactions.  Field trips required.  3 seminars, 1 laboratory.  Crosslisted as ENGR/ENVE 581.",College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-581
College of Engineering,Civil and Environmental Engineering,ENVE-599,Design Project (Thesis),1-9 units,"Each individual or group will be assigned a project for solution under faculty supervision as a requirement for the master's degree, culminating in a written report/thesis.",College of EngineeringCivil and Environmental Engineering,Civil and Environmental EngineeringENVE-599
College of Engineering,Computer Engineering,CPE-100,Computer Engineering Orientation,1 unit,"Introduction to the computer engineering discipline. Success skills and curricular information. Career paths and opportunities. Professional aspects of engineering and computer science. Interaction with upper division students, alumni, faculty and staff. Introduction to computer software and hardware. Credit/No Credit grading only. 1 lecture.",College of EngineeringComputer Engineering,Computer EngineeringCPE-100
College of Engineering,Computer Engineering,CPE-101,Fundamentals of Computer Science,4 units,"Basic principles of algorithmic problem solving and programming using methods of top-down design, stepwise refinement and procedural abstraction.  Basic control structures, data types, and input/output.  Introduction to the software development process:  design, implementation, testing and documentation.  The syntax and semantics of a modern programming language.  Credit not available for students who have taken CSC/CPE 108.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 101.",College of EngineeringComputer Engineering,Computer EngineeringCPE-101
College of Engineering,Computer Engineering,CPE-123,Introduction to Computing,4 units,"Use of a supportive software development environment to design, develop, and test applications in a selected topic domain that demonstrates the potential of careers in computing.  An introduction to computing and to the selected topic domain.  The Class Schedule will list topic selected.  No programming experience required.  Not for students with credit in CPE/CSC 103 or CPE/CSC 203.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 123.",College of EngineeringComputer Engineering,Computer EngineeringCPE-123
College of Engineering,Computer Engineering,CPE-133,Digital Design,4 units,"Number systems, Boolean algebra, Boolean functions, and function minimization.  Analysis and design of combinational and sequential digital logic circuits.  Hardware Description Language (HDL) concepts and applications digital design and synthesis in FPGAs.  Course may be offered in classroom-based or online format.  3 lectures, 1 laboratory.  Crosslisted as CPE/EE 133.",College of EngineeringComputer Engineering,Computer EngineeringCPE-133
College of Engineering,Computer Engineering,CPE-200,Special Problems for Undergraduates,1-2 units,"Individual investigation, research, studies, or surveys of selected problems.  Total credit limited to 4 units, with a maximum of 2 units per quarter.",College of EngineeringComputer Engineering,Computer EngineeringCPE-200
College of Engineering,Computer Engineering,CPE-202,Data Structures,4 units,"Introduction to data structures and analysis of algorithms.  Abstract datatypes.  Specification and implementation of advanced data structures.  Theoretical and empirical analysis of recursive and iterative algorithms.  Software performance evaluation and testing techniques.  Not open to students with credit in CSC/CPE 108.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 202.",College of EngineeringComputer Engineering,Computer EngineeringCPE-202
College of Engineering,Computer Engineering,CPE-203,Project-Based Object-Oriented Programming and Design,4 units,"Object-oriented programming and design with applications to project construction.  Introduction to class design, interfaces, inheritance, generics, exceptions, streams, and testing.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 203.",College of EngineeringComputer Engineering,Computer EngineeringCPE-203
College of Engineering,Computer Engineering,CPE-233,Computer Design and Assembly Language Programming,4 units,"Design and implementation of digital computer circuits via CAD tools for programmable logic devices (PLDs).  Basic computer design with its datapath components and control unit.  Introduction to assembly language programming of an off-the-shelf RISC-based microcontroller.  Not open to students with credit in CPE/EE 229.  3 lectures, 1 laboratory.  Crosslisted as CPE/EE 233.",College of EngineeringComputer Engineering,Computer EngineeringCPE-233
College of Engineering,Computer Engineering,CPE-290,Selected Topics,1-4 units,Directed group study of selected topics.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 lectures.,College of EngineeringComputer Engineering,Computer EngineeringCPE-290
College of Engineering,Computer Engineering,CPE-315,Computer Architecture,4 units,"In-depth study of the instruction set architecture and hardware design of a specific CPU.  Introduction to pipelines, input/output and multi-processors.  Computer abstractions and performance measurement.  Not open to students with credit in CPE 333.  3 lectures, 1 laboratory.",College of EngineeringComputer Engineering,Computer EngineeringCPE-315
College of Engineering,Computer Engineering,CPE-316,Microcontrollers and Embedded Applications,4 units,"Introduction to microcontrollers and their applications as embedded devices.  Hardware/software tradeoffs, microcontroller selection, use of on-chip and off-chip peripherals, interrupt driven real-time operation, A/D conversion, serial and parallel communications, watch-dog timers, and low power operation.  Not open to students with credit in CPE329 or CPE336.  3 lectures, 1 laboratory.",College of EngineeringComputer Engineering,Computer EngineeringCPE-316
College of Engineering,Computer Engineering,CPE-321,Introduction to Computer Security,4 units,"Survey of topics in computer system and network security, including protection, access control, distributed access control, operating system security, applied cryptography, network security, firewalls, secure coding practices, and case studies from real-world systems.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 321.",College of EngineeringComputer Engineering,Computer EngineeringCPE-321
College of Engineering,Computer Engineering,CPE-327,Digital Signals and Systems,3 units,"Signal and system description and analysis, with emphasis on discrete-time signals and linear time-invariant (LTI) systems.  Sampling theorem.  Frequency spectrum, Convolution and its application to LTI systems.  The z transform, discrete-time Fourier transform, and discrete Fourier transform.  Introduction to digital filters.  3 lectures.",College of EngineeringComputer Engineering,Computer EngineeringCPE-327
College of Engineering,Computer Engineering,CPE-328,Discrete Time Signals and Systems,3 units,"Discrete-time systems and analysis, with emphasis on linear time-invariant (LTI) systems.  Sampling theorem.  Classification of discrete-time systems.  Convolution and its application to LTI systems.  The z transform, discrete-time Fourier transform, and discrete Fourier transform.  Introduction to digital filters.  Not open to students with credit in CPE 327.  3 lectures.  Crosslisted as CPE/EE 328.",College of EngineeringComputer Engineering,Computer EngineeringCPE-328
College of Engineering,Computer Engineering,CPE-329,Microcontroller-Based Systems Design,4 units,"Design, implementation and testing of microcontroller-based systems.  Hardware and C software for embedded systems to sense and actuate external devices.  I/O common embedded systems to interface I/O devices and protocols.  Analysis of power consumption.  Ethics.  3 lectures, 1 laboratory.  Not open to students with credit in CPE/EE 336.  Crosslisted as CPE/EE 329.",College of EngineeringComputer Engineering,Computer EngineeringCPE-329
College of Engineering,Computer Engineering,CPE-333,Computer Hardware Architecture and Design,4 units,"Study of a hardware design of a specific CPU.  Pipelining, input/output, multi-processors, and performance measurement.  Implementation of CPU architectural and computer components using hardware-description languages and development board platforms.  Not open to students with credit in CPE 315.  3 lectures, 1 laboratory.",College of EngineeringComputer Engineering,Computer EngineeringCPE-333
College of Engineering,Computer Engineering,CPE-336,Microprocessor System Design,4 units,"Introduction to microcontrollers and integrated microprocessor systems.  Hardware/software trade-offs, system economics, and functional configurations.  Interface design, real-time clocks, interrupts, A/D conversion, serial and parallel communications, watch-dog timers, low power operation, event-based inter-peripheral communication, and assembly and higher-level language programming techniques.  Architecture and design of sampled data and low-power systems.  Not open to students with credit in CPE/EE 329.  3 lectures, 1 laboratory.  Crosslisted as CPE/EE 336.",College of EngineeringComputer Engineering,Computer EngineeringCPE-336
College of Engineering,Computer Engineering,CPE-350,Capstone I,4 units,"Definition and specification of a system to be constructed in CPE 450; requirements elicitation techniques, research and data gathering methods; project planning, time and budget estimating; project team organization.  Ethics and professionalism.  3 lectures, 1 laboratory.",College of EngineeringComputer Engineering,Computer EngineeringCPE-350
College of Engineering,Computer Engineering,CPE-357,Systems Programming,4 units,"C programming language from a system programming perspective.  Standard C language including operators, I/O functions, and data types in the context of system functions.  Unix commands, shell scripting, file system, editors.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 357.",College of EngineeringComputer Engineering,Computer EngineeringCPE-357
College of Engineering,Computer Engineering,CPE-367,Digital Signals and Systems Laboratory,1 unit,"Laboratory work pertaining to discrete-time signals and linear systems; including frequency response and Fourier spectral analysis, signal sampling and aliasing, digital signal processing techniques, and digital filter design and implementation.  1 laboratory.",College of EngineeringComputer Engineering,Computer EngineeringCPE-367
College of Engineering,Computer Engineering,CPE-368,Signals and Systems Laboratory,1 unit,"Laboratory work pertaining to linear systems, including Fourier analysis, time and frequency responses, and system transfer function.  Not open to students with credit in CPE 367.  1 laboratory.  Crosslisted as CPE/EE 368.",College of EngineeringComputer Engineering,Computer EngineeringCPE-368
College of Engineering,Computer Engineering,CPE-400,Special Problems for Undergraduates,1-4 units,"Individual investigation, research, studies, or surveys of selected problems.  Total credit limited to 4 units.",College of EngineeringComputer Engineering,Computer EngineeringCPE-400
College of Engineering,Computer Engineering,CPE-414,Robotic Systems Integration,4 units,"Integration of sensors, actuators, chassis, and Linux-based computational platforms into functioning autonomous robotic systems.  Embedded Linux system programming, inter-process software communication, basic sensor fusion techniques, Pulse Width Modulation (PWM) motor actuation, and web-based interfacing for remote system way-pointing and monitoring.  3 lectures, 1 laboratory.  Crosslisted as CPE/EE 414.",College of EngineeringComputer Engineering,Computer EngineeringCPE-414
College of Engineering,Computer Engineering,CPE-416,Autonomous Mobile Robotics,4 units,"Theory and application of concepts relevant to autonomous mobile robots.  Sensor and actuator interfacing, programming mobile robots, mobile robot configurations, software architectures and algorithms.  3 lectures, 1 laboratory.",College of EngineeringComputer Engineering,Computer EngineeringCPE-416
College of Engineering,Computer Engineering,CPE-419,Applied Parallel Computing,4 units,"Introduction to applied parallel computing paradigms:  software models, resource allocation, performance measurement, and data sharing.  Emphasis on massively parallel computation and performance improvement for a real-world application of significant scope.  3 lectures, 1 laboratory.",College of EngineeringComputer Engineering,Computer EngineeringCPE-419
College of Engineering,Computer Engineering,CPE-422,Network Security,4 units,"Introduction to network security, including denial of service, botnets, access control, routing attacks, transport layer attacks, tunneling mechanisms, VPNs, IDS, firewalls, penetration testing, key distribution, email security, jamming, and wireless security.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 422.",College of EngineeringComputer Engineering,Computer EngineeringCPE-422
College of Engineering,Computer Engineering,CPE-425,Wireless Security,4 units,"Comprehensive overview of wireless networks and system security.  Security issues and solutions in emerging wireless access networks and systems as well as multi-hop wireless networks.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 425.",College of EngineeringComputer Engineering,Computer EngineeringCPE-425
College of Engineering,Computer Engineering,CPE-426,Introduction to Hardware Security,4 units,"An introduction to hardware security from embedded systems to secure VHDL design.  Topics may include digital rights management, hardware based trojans, hardware implementation of cryptography, sidechannel attacks, secure communication protocols, hardware based overflow detection, physical device verification, and physically unclonable functions.  3 lecture, 1 laboratory.",College of EngineeringComputer Engineering,Computer EngineeringCPE-426
College of Engineering,Computer Engineering,CPE-428,Computer Vision,4 units,"Introduction to the concepts of 2D and 3D computer vision:  low-level image processing methods such as filtering and edge detection; feature extraction; segmentation and clustering; stereo vision; appearance-based and model-based algorithms.  3 lectures, 1 laboratory.  Crosslisted as CPE/EE 428.",College of EngineeringComputer Engineering,Computer EngineeringCPE-428
College of Engineering,Computer Engineering,CPE-431,Compiler Construction,4 units,"Intermediate code representations, memory management, functions and parameter passing, code transformations and optimizations, code generation, register allocation.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 431.",College of EngineeringComputer Engineering,Computer EngineeringCPE-431
College of Engineering,Computer Engineering,CPE-432,Digital Control Systems,3 units,"Theory and applications of digital computers in linear control systems.  Analysis and design of microprocessor-based controls.  Introduction of continuous and discrete transform methods for design of closed-loop dynamic systems.  Applications in robotics, automotive, aircraft and industrial process control.  3 lectures.  Crosslisted as CPE/EE 432.",College of EngineeringComputer Engineering,Computer EngineeringCPE-432
College of Engineering,Computer Engineering,CPE-439,Introduction to Real-Time Operating Systems,4 units,"Theory, design and implementation of real-time operating system-based embedded systems.  Scheduling algorithms, operating system resources, peripheral device interfacing and embedded system architecture.  Resource management issues in a resource-limited (microcontroller-based) environment.  3 lectures, 1 laboratory.  Crosslisted as CPE/EE 439.",College of EngineeringComputer Engineering,Computer EngineeringCPE-439
College of Engineering,Computer Engineering,CPE-441,Computer-Aided Design of VLSI Devices,4 units,"Design of VLSI circuits using state-of-the-art CAD software.  Design issues and algorithms related to design using CAD.  Full custom design through automated design and a major multi-week chip design project in lab.  3 lectures, 1 laboratory.  Crosslisted as CPE 441/EE 431.",College of EngineeringComputer Engineering,Computer EngineeringCPE-441
College of Engineering,Computer Engineering,CPE-442,Real Time Embedded Systems,4 units,"Theory, design and implementation of modern embedded systems.  Scheduling algorithms and operating system resources.  System on Chip (SoC) design issues such as interfacing with custom hardware description language (HDL) peripherals, high-performance chip interconnect standards, energy use, area, and hardware versus software performance trade-offs.  3 lectures, 1 laboratory.  Crosslisted as CPE/EE 442.",College of EngineeringComputer Engineering,Computer EngineeringCPE-442
College of Engineering,Computer Engineering,CPE-446,Design of Fault-Tolerant Digital Systems,4 units,"Hardware and software fault tolerance concepts:  fault models, coding in computer systems, module and system level fault detection mechanisms, reconfiguration techniques for general purpose processors and ASICs, and software fault tolerance techniques such as recovery blocks, N-version programming, checkpointing, and recovery.  3 lectures, 1 laboratory.  Crosslisted as CPE/EE 446.",College of EngineeringComputer Engineering,Computer EngineeringCPE-446
College of Engineering,Computer Engineering,CPE-447,"Stringed Musical Instrument Acoustics, Mechanics, and Transducer Design",4 units,"Acoustics, sound production, and transducer design in the context of stringed musical instruments.  Introduces music theory, scales and temperament, sound radiation, structural dynamics of stringed instruments.  Integrates engineering topics including frequency spectrum analysis, electromagnetics, properties of materials, digital and analog circuit design.  3 lectures, 1 laboratory.  Crosslisted as CPE/EE 447.",College of EngineeringComputer Engineering,Computer EngineeringCPE-447
College of Engineering,Computer Engineering,CPE-450,Capstone II,3 units,"Team-based design, construction and deployment of an embedded system that includes a custom-built computer.  Technical management of product development teams.  Technical documentation, configuration management, quality assurance, integration and systems testing.  Professionalism.  1 lecture, 2 laboratories.",College of EngineeringComputer Engineering,Computer EngineeringCPE-450
College of Engineering,Computer Engineering,CPE-453,Introduction to Operating Systems,4 units,"Introduction to sequential and multiprogramming operating systems; kernel calls, interrupt service mechanisms, scheduling, files and protection mechanisms, conventional machine attributes that apply to operating system implementation, virtual memory management, and I/O control systems.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 453.",College of EngineeringComputer Engineering,Computer EngineeringCPE-453
College of Engineering,Computer Engineering,CPE-454,Implementation of Operating Systems,4 units,"Design and implementation of multiprogramming kernels, systems programming methodology, interprocess communications, synchronization, device drivers and network access methods.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 454.",College of EngineeringComputer Engineering,Computer EngineeringCPE-454
College of Engineering,Computer Engineering,CPE-458,Current Topics in Computer Systems,4 units,"Selected aspects of design, implementation and analysis of networks, advanced operating and distributed systems.  Topics may include process management, virtual memory, process communication, context switching, file system designs, persistent objects, process and data migration, load balancing, security and networks.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 458.",College of EngineeringComputer Engineering,Computer EngineeringCPE-458
College of Engineering,Computer Engineering,CPE-461,Senior Project I,3 units,Selection and completion of an individual or team project.  Project results are presented in a formal report.,College of EngineeringComputer Engineering,Computer EngineeringCPE-461
College of Engineering,Computer Engineering,CPE-462,Senior Project II,2 units,Selection and completion of an individual or team project.  Project results are presented in a formal report.,College of EngineeringComputer Engineering,Computer EngineeringCPE-462
College of Engineering,Computer Engineering,CPE-464,Introduction to Computer Networks,4 units,"Computer network architectures; communications protocol standards; services provided by the network; historical and current examples presented.  3 lectures, 1 laboratory.",College of EngineeringComputer Engineering,Computer EngineeringCPE-464
College of Engineering,Computer Engineering,CPE-465,Advanced Computer Networks,4 units,"Advanced topics in computer networks; greater detail of protocol standards and services provided by the network; focus on current industry and research topics.  3 lectures, 1 laboratory.",College of EngineeringComputer Engineering,Computer EngineeringCPE-465
College of Engineering,Computer Engineering,CPE-469,Distributed Systems,4 units,"Foundations of distributed systems, distributed hash tables (peer-to-peer systems), failure detectors, synchronization, election, inter-process communication, consensus, replication, key-value stores, and measurements.  3 lectures, 1 laboratory.  Crosslisted as CSC/CPE 469.",College of EngineeringComputer Engineering,Computer EngineeringCPE-469
College of Engineering,Computer Engineering,CPE-470,Selected Advanced Topics,1-4 units,Directed group study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 lectures.,College of EngineeringComputer Engineering,Computer EngineeringCPE-470
College of Engineering,Computer Engineering,CPE-471,Introduction to Computer Graphics,4 units,"Graphics software development and use of application programming interfaces for 3D graphics.  The graphics pipeline, modeling, geometric and viewing transforms, lighting and shading, rendering, interaction techniques and graphics hardware.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 471.",College of EngineeringComputer Engineering,Computer EngineeringCPE-471
College of Engineering,Computer Engineering,CPE-472,Digital Control Systems Laboratory,1 unit,"Design and programming of microprocessor-based digital controls for electro-mechanical plants.  Topics include digital control laws, translation of transfer functions into algorithms, assembly language programming, real-time software design, sample rate selection, finite word-length considerations.  1 laboratory.  Crosslisted as CPE/EE 472.",College of EngineeringComputer Engineering,Computer EngineeringCPE-472
College of Engineering,Computer Engineering,CPE-476,Real-Time 3D Computer Graphics Software,4 units,"Basic and advanced algorithms for real-time, interactive, 3D graphics software.  Modeling (polygon mesh, height field, scene graph), real-time rendering and shading (visibility processing, LOD, texture and light maps), collision detection (bounding volumes, complexity management), interactive controls, multi-player game technology, game engine architecture.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 476.",College of EngineeringComputer Engineering,Computer EngineeringCPE-476
College of Engineering,Computer Engineering,CPE-479,Selected Advanced Laboratory,1-4 units,Directed group laboratory study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 laboratories.,College of EngineeringComputer Engineering,Computer EngineeringCPE-479
College of Engineering,Computer Engineering,CPE-488,Microelectronics and Electronics Packaging,4 units,"Materials, processes, and reliability of microelectronics and electronics packaging, surface mount assembly and printed circuit board fabrication.  Organic substrates and ceramic substrates.  Mechanical design, thermal, and electrical considerations in electronic packaging.  Design for manufacturability.  Overview of optoelectronics packaging and other emerging technologies in microelectronics and electronic packaging.  Project on design and manufacture of an electronic device.  3 lectures, 1 laboratory.  Crosslisted as CPE 488/IME 458/MATE 458.",College of EngineeringComputer Engineering,Computer EngineeringCPE-488
College of Engineering,Computer Engineering,CPE-493,Cooperative Education Experience,2 units,"Part-time work experience in business, industry, government, and other areas of student career interest.  Positions are paid and usually require relocation and registration in course for two consecutive quarters.  Formal report and evaluation by work supervisor required.  Credit/No Credit grading only.  No major credit allowed; total credit limited to 6 units.",College of EngineeringComputer Engineering,Computer EngineeringCPE-493
College of Engineering,Computer Engineering,CPE-494,Cooperative Education Experience,6 units,"Full-time work experience in business, industry, government, and other areas of student career interest.  Positions are paid and usually require relocation and registration in course for two consecutive quarters.  Formal report and evaluation by work supervisor required.  Credit/No Credit grading only.  No major credit allowed; total credit limited to 18 units.",College of EngineeringComputer Engineering,Computer EngineeringCPE-494
College of Engineering,Computer Engineering,CPE-495,Cooperative Education Experience,12 units,"Full-time work experience in business, industry, government, and other areas of student career interest.  Positions are paid and usually require relocation and registration in course for two consecutive quarters.  A more fully developed formal report and evaluation by work supervisor required.  Credit/No Credit grading only.  No major credit allowed; total credit limited to 24 units.",College of EngineeringComputer Engineering,Computer EngineeringCPE-495
College of Engineering,Computer Engineering,CPE-515,Computer Architecture,4 units,"Comparative study and design of multiprocessor, dataflow, RISC, high level language and other new computer architectures.  VLSI processor design techniques.  3 seminars, 1 laboratory.  Crosslisted as CPE/CSC 515.",College of EngineeringComputer Engineering,Computer EngineeringCPE-515
College of Engineering,Computer Engineering,CPE-521,Computer Systems,4 units,"Organization of modern general purpose, high speed digital computer systems.  Design of arithmetic units, control units, memories and memory subsystems.  Cost, power and speed trade-offs in the design of such systems.  3 seminars, 1 laboratory.  Crosslisted as CPE/EE 521.",College of EngineeringComputer Engineering,Computer EngineeringCPE-521
College of Engineering,Computer Engineering,CPE-522,Advanced Real-Time Operating Systems Design,4 units,"Define and implement a microcontroller-based Real-Time Operating System (RTOS).  Advanced real-time concepts, kernel structure, task and time management, various intertask communication constructs including semaphores, queues and mailboxes.  Scheduler design, memory management and shared resource management in a resource-constrained microcontroller environment.  3 seminars, 1 laboratory.  Crosslisted as CPE/EE 522.",College of EngineeringComputer Engineering,Computer EngineeringCPE-522
College of Engineering,Computer Engineering,CPE-523,Digital Systems Design,4 units,"Full-custom design and analysis of digital circuits using full CMOS, pass-transistor and dynamic circuit topologies.  Transistor sizing for minimizing power consumption, delay and other design criteria.  3 seminars, 1 laboratory.  Crosslisted as CPE/EE 523.",College of EngineeringComputer Engineering,Computer EngineeringCPE-523
College of Engineering,Computer Engineering,CPE-532,VLSI Circuit Testing,1 unit,"Characterization, testing and documentation of custom-fabricated Very Large Scale Integrated (VLSI) circuits.  Use of specialized test equipment.  1 laboratory.  Crosslisted as CPE/EE 532.",College of EngineeringComputer Engineering,Computer EngineeringCPE-532
College of Engineering,Computer Engineering,CPE-541,Advanced VLSI Design,4 units,"Advanced Very Large Scale Integrated (VLSI) design using state-of-the-art software.  Advanced topics in digital, analog and mixed signal circuit design to enable a quarter-long design project culminating in a tapeout-ready integrated circuit design.  3 lectures, 1 laboratory.  Crosslisted as CPE 541/EE 531.",College of EngineeringComputer Engineering,Computer EngineeringCPE-541
College of Engineering,Computer Engineering,CPE-542,Advanced Real Time Embedded Systems,4 units,"Advanced study and application of modern embedded systems.  Memory bandwidth matching, clock-domain crossing, IP creation and verification, and student-led lectures on modern System on Chip (SoC) design topics.  Building a prototype embedded system.  3 lectures, 1 laboratory.  Crosslisted as CPE/EE 542.",College of EngineeringComputer Engineering,Computer EngineeringCPE-542
College of Engineering,Computer Engineering,CPE-564,Computer Networks: Research Topics,4 units,"Exploration of advanced topics in emerging computer networking technologies; focus on leading edge computer network research topics.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 564.",College of EngineeringComputer Engineering,Computer EngineeringCPE-564
College of Engineering,Computer Engineering,CPE-569,Distributed Computing,4 units,"Principles and practices in distributed computing:  interprocess communications, group communications, client-server model, distributed objects, message queue system, distributed services, mobile agents, object space, Internet protocols.  Distributed algorithms:  consensus protocols, global state protocols.  Fault tolerance:  classification of faults, replication.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 569.",College of EngineeringComputer Engineering,Computer EngineeringCPE-569
